row_index,source_lang,source_script,source_text,target_lang,target_script,target_text,cosine_similarity
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ace,Arab,"""کامو جينو نا تيكويه عمو ٤ بولن ڽڠ هانا ديابيتيس ڽڠ اوايجيه ساکيت ديابيتيس،"" غتامه لى غوبڽن.",0.2160572653323949
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ace,Latn,"""Kamöe jinoe na tikoih umu 4 buleuen nyang hana diabetes nyang awaijih saket diabetes,"" geutamah le gobnyan.",0.21469670305601213
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",acm,Arab,"أضاف بكلامه وكَال، ""عدنا هسه فيران عمرها 4 أشهر، وكانت سابقاً مصابة بمرض السكر، بس هسه تعافت منه.",0.008297251339881481
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",acq,Arab,"وزاد قال، ""معنا الآن عكابر يصل عمرها 4 أشهر، وكانت تعاني بالأول من مرض السكري، ولكنها ماعاد تعانيش منه الآن.",0.036192453338472076
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",aeb,Arab,وزاد قال، عندنا فيران عمرها 4 شهور كانت مريضة بالسكر وتوة برات.,0.11598174335484081
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",afr,Latn,"“Ons het nou 4-maand oue muise wat nie diabeties is, wat eenmaal diabeties was,” het hy bygevoeg.",0.023938513309258502
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ajp,Arab,"""عنا هسه فيران عمرها 4 شهور ما معها سكري كان عندها سكري,"" هيك حكى هو.",0.0678229292248115
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",aka,Latn,"Ɔkaa toaa so sɛ, ""Seisei deɛ yɛwɔ nkura a wɔadi abosome nnan a kane no na wɔwɔ asikyire yareɛ nanso ɛnte saa bio"".",0.17944158646414052
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",als,Latn,"""Ne kemi tani minj 4 muajsh që nuk janë diabetikë, ndërsa më parë ishin diabetikë"", - shtoi ai.",0.3831246396389232
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",amh,Ethi,"""አሁን የስኳር በሽተኛ ያልነበሩ አሁን ግን የሆኑ የ4-ወር-ዕድሜ ያላቸው አይጦች አሉን፣ አለ። """,0.04877607620571738
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",apc,Arab,"وأضاف: ""عنا فيران عمرهم 4 أشهر مش مصابين بالسكري، إلا إنهم كانوا مصابين قبل"".",0.12768378834225935
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",arb,Arab,"أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر التي كانت تعاني في السابق من مرض السكري، ولكنها لم تعد تعاني منه الآن.",0.008511442792803624
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",arb,Latn,"Wa adhafa qa2ilan:""ladayna al-2an fe2ran fi 3omor al-arba3 ashhor ghayr mousabin bi da2 as-soukari, ba3da an kanou mousabin bihi min qabel"".",0.15863662546897203
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ars,Arab,"أضاف قائلاً، ""لدينا الآن فئران تبلغ من العمر 4 أشهر، وكانت تعاني في السابق من مرض السكري،"" ولكنها لم تعد تعاني منه الآن.",0.26761670610679017
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ary,Arab,"""- زاد قال : حنا دابا عندنا فيران عندهم رْبَع (4) شهور لي كانو مراض بالسكّار و لكن دابا مبقاوش مراض بيه""",0.22067698684053935
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",arz,Arab,"وكمان قال ""عندنا فئران عمرها 4 شهور معندهاش مرض السكر وكانت بتعاني منها قبل كده""",0.027520132985455383
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",asm,Beng,"""""""আমাৰ এতিয়া 4 মাহ বয়সৰ নিগনীবোৰ আছে যিবোৰ আগতে ডায়েবেটিক আছিল কিন্তু এতিয়া নন-ডায়েবেটিক"""", তেওঁ কৈছিল।""""""",0.3981766470496189
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ast,Latn,"“Agora tenemos mures de 4 meses que nun son diabéticos y que lo yeren primero,” amestó.",0.3371098528078693
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",awa,Deva,वय कहिन कि अब इ 4 महिना का चुहवन का मधुमेह नाई है पहिले इन्हने मधुमेह से पीड़ित रहिन।,0.10216488142708145
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ayr,Latn,"“Jichhax 4 phaxsin achakunakanïtanwa kawknïriti janiw tiyawitiküpkti ukat tiyawitikupxirïnwa”, saw jupax artxatt’awayi.",0.04810521508515937
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",azb,Arab,"او اضافه الیدی کی: ""ایندی 4 آیلیق قاباقجان دیابتلی، آما ایندی دیابتسیز سیچانلاریمیز وار"".",0.28448176120569224
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",azj,Latn,"""Hazırda bizim diabetdən əziyyət çəkməyən, amma əvvəl diabet olan 4 aylıq siçanlarımız var"", deyə o əlavə etdi.",0.07010578852429585
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bak,Cyrl,"“Беҙҙең хәҙер элек диабет менән ауырыған, ә хәҙер ауырымаған 4 айлыҡ сысҡандарыбыҙ бар”, – тип өҫтәне ул.",0.30797313029794277
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bam,Latn,"""Kalo nani ɲinɛw be an bolo sisan sukarɔbana te minw la ni hali kasɔrɔ a tun be ula"", a ye fɔ ka o fara a kan.",0.23404333302842098
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ban,Latn,"""Jani iragane ngelah rapat sane berumur 4 (papat) bulan encen sane tusing diabetes lan encen laad ne diabetes,"" ia nenambahkan.",0.11964672469367559
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bel,Cyrl,"«У нас зараз ёсць 4-месячныя мышы без дыябету, якія раней хварэлі на дыябет», — дадаў ён.",0.45112848149085144
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bem,Latn,"“Natukwata nomba ba kwindi abali ne myeshi 4 abo pali ino nshita abashikwete ubulwele bwa dayabetisi ubo bakwete kale,” efyo balundilepo.",0.22121247549627437
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ben,Beng,"""""""আমাদের এখন ৪-মাস-বয়সী ডায়াবেটিস রোগ ছাড়া ইদুর আছে যেগুলোর আগে ডায়াবেটিস রোগ ছিল,"""" তিনি যোগ করলেন।""",0.02272310432746627
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bho,Deva,"उ आगे कहलन,""हमनीं के पास एगो 4-महीना क मूस बा जवन पहिल मधुमेह के बीमारी से ग्रसित रहल लेकिन अब ऊ ई बीमारी से मुक्त बा"".",0.3136166983972137
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bjn,Arab,"""واحيني كيتبايسين تيكوس باومور ٤ بولن نڠ سوده كادا ديابيتيس نڠ مان اسلڽ ماسيه ديابيتيس،"" جر ايڽا.",0.3310474542736213
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bjn,Latn,"""Wahini kita baisian tikus baumur 4 bulan nang sudah kada diabetes nang mana asalnya masih diabetes,"" jar inya.",0.2028315444681632
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bod,Tibt,"""ད་སྐབས་ང་ཚོར་ལོ་4སོན་པའི་ཙི་ཙི་གཅིན་སྙི་ན་ཚ་མེད་པ་འགའ་ཡོད་པ་དག་དེ་སྔོན་གཅིན་སྙི་ན་མྱོང་ཡོད།"" ཁོས་བཤད།",0.5265074163488713
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bos,Latn,"„Dodao je da sada imamo miševe koji su stari četiri mjeseca i koji nisu dijabetičari, a koji su ranije bili dijabetičari.“",0.16193882996552467
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bug,Latn,Makkokkoé punnaki  balesu umuru' eppa' uleng iyaro de'na nakenna diabetes padahal iya riolona pura i nakenna. Naseng alena.,0.5519049326412255
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",bul,Cyrl,"""Сега имаме мишки на 4 месеца, които преди имаха диабет, но сега нямат, добави той.",0.16539248605600262
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",cat,Latn,"Ara tenim ratolins de quatre mesos que no són diabètics, tot i que solien ser-ho, va afegir.",0.04020047671452661
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ceb,Latn,"""Aduna na kami karon 4 ka bulang mga ilaga nga dili dayabetik nga kaniadto dayabetik,"" dugang pa niya.",0.40570224280547357
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ces,Latn,"„Nyní máme čtyřměsíční myši bez cukrovky, které ji dříve měly,“ dodal.",0.06513045528630577
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",cjk,Latn,"“Hapuila tuli nhi thumbi a thukweji 4 waze keshi nhi musongo wa suka waze te kapuile nayo”, cawezelangako ngwenhi.",0.1926425058664185
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",ckb,Arab,"""ئێستا مشکێکی تەمەن 4 مانگانەمان هەیە کە شەکرەی نیە کە پێشووتر شەکرەی هەبوو،"" زیاتر ووتی.",0.221362667518493
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",crh,Latn,"""Artıq diabetik olmağan, diyabetik olğan 4 aylıq farelerimiz bar"" ilâve etti.",0.4798324862872405
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",cym,Latn,"""Mae gennym ni nawr lygod pedwar mis oed sydd ddim yn ddiabetig oedd yn arfer bod yn ddiabetig"", ychwanegodd e.",0.178135478985759
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",dan,Latn,"""Nu har vi 4 måneder gamle mus, der plejede at være diabetikere, men som ikke længere har diabetes,"" tilføjede han.",0.7159929224102322
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",deu,Latn,"„Wir haben jetzt 4 Monate alte Mäuse, die Diabetes hatten und jetzt keinen mehr haben“, fügte er hinzu.",0.4119330146883475
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",dik,Latn,"ɣook  ka nɔŋ  rïɛ̈c nɔŋ pɛ̈ï ka ŋuan cïn guɔ̈p tuany ëë thukar ku  ka ke ye gup naŋ tuany ëë thukar"", acï juak.",0.09882422698329905
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",dyu,Latn,"“Bi mice kalo nanni bé an o bolo mine ti diabéti banan kè ka sôrô dabéti toun ti ow la”, a ye afô.",0.20559304915611096
0,eng,Latn,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",dzo,Tibt,ཁོ་གིས་སླབ་མི་ནང་་ ཟླཝ་ངོ་༤ལང་མི་བྱི་ཙི་ཚུ་ལུ་ ཧེ་མ་གུ་རམ་གྱི་ནད་གཞི་ཡོད་རུང་ ད་རེས་ མེད་པར་ཡོད་ཟེར་ཨིན་མས།,0.16402127207253517
